Serial2;F05_01;F05_01 ENG;F05_02;F05_02 ENG;F05_03;F05_04;F12;F13;F15;F15 ENG;F16;F16 ENG;F17;F20;F21;F30;F30 ENG;F31_01;F31_01_ENG;F31_02;F31_02_ENG;F31_03;F31_03_ENG;F31_04;F31_04_ENG;F31_05;F31_05_ENG;F31_06;F31_06_ENG;F31_07;F31_07_ENG;F31_08;F31_08_ENG;F31_09;F32;F33;hFerienDauer;hGruppePersonen;F80;F80_a05;F81_01;F81_02;F81_03;F81_04;F81_05;F81_06;F81_Total;F82_01;F82_02;F82_03;F82_04;F82_05;F82_06;F82_07;F82_Total;F83;F85;F105;F105A;F105_Code;F105_Code_nr;F105_OrgCode;F125;F125_ENG;F125_a11;F125_a11 ENG;F130;F130_a07;F135_01;F12_F13_Mittelwert_2Cat_final
20339;Südamerika;South America;Uruguay;Uruguay;;;13.09.23;18.09.23;Sommer;Summer;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;14;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;6;2;€;;0;100;350;40;400;0;890;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;6;Summer
22353;Südamerika;South America;Chile;Chile;;;09.09.23;30.09.23;Sommer;Summer;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;20;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;22;1;$;;0;0;400;100;0;300;800;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;13;Summer
22557;Europa;Europe;Ungarn;Hungary;;;06.10.23;08.10.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;3;1;€;;0;300;50;100;0;0;450;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Andere;Other;Friend's home;Friend's home;;;3;Summer
23210;Afrika;Africa;Südafrika;South Africa;;;09.09.23;30.10.23;Herbst;Autumn;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;51;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;52;2;CHF;;0;800;200;70;200;0;1270;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;38;Summer
23578;Afrika;Africa;Kenia;Kenya;;;10.10.23;17.10.23;Herbst;Autumn;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;8;5;CHF;;0;0;400;2000;4200;0;6600;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Bed & Breakfast;Bed & Breakfast;;;;;1;Summer
23767;Südamerika;South America;Argentinien;Argentina;;;14.10.23;19.10.23;Herbst;Autumn;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;15;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;6;1;CHF;;0;0;0;0;0;0;0;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Andere;Other;No pernocté en Nyon;No pernocté en Nyon;;;0;Summer
24245;Afrika;Africa;Kenia;Kenya;;;10.12.23;26.01.24;Winter;Winter;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;20;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;48;3;CHF;;0;100;100;0;0;0;200;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;7;Winter
24357;Asien;Asia;Iran;Iran;;;22.12.23;27.12.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;6;1;CHF;;0;150;200;100;100;0;550;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;6;Winter
24400;Asien;Asia;Kirgisistan;Kyrgyzstan;;;23.12.23;01.01.24;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;10;1;€;;0;50;300;200;200;0;750;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;10;Winter
24578;Europa;Europe;Lettland;Latvia;;;07.01.24;13.01.24;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;7;3;CHF;;0;0;100;0;15;0;115;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;7;Winter
8711;Europa;Europe;Schweiz;Switzerland;Aargau;;14.02.23;03.03.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;6;;18;6;CHF;;;;;;;;;8000;0;0;0;0;0;0;0;Nein;Ja;Rougemont;;Rougemont;413;Pays d'Enhaut Tourisme;Gemietete Wohnung / Haus;Rented apartment / house;;;;;18;Winter
13906;Europa;Europe;Schweiz;Switzerland;Aargau;;18.07.23;25.07.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;8;4;CHF;;;;;;;;;1400;0;0;0;0;0;0;0;Nein;Ja;Bullet;;Bullet;689;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;3;Summer
21874;Europa;Europe;Schweiz;Switzerland;Aargau;;08.07.23;15.10.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;6;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;25;;100;25;CHF;;;;;;;;;0;0;0;0;0;0;0;0;Ja;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;5;Summer
22202;Europa;Europe;Schweiz;Switzerland;Aargau;;23.09.23;06.10.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;14;1;CHF;;;;;;;;;800;0;0;0;0;0;0;0;Nein;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;14;Summer
23348;Europa;Europe;Schweiz;Switzerland;Aargau;;24.09.23;10.10.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;26+;17;26+;CHF;;;;;;;;;0;15000;1000;15000;1000;2500;10000;44500;Nein;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;17;Summer
24199;Nord- und Mittelamerika;North and Central America;Vereinigte Staaten von Amerika;United States of America;Alabama;;08.12.23;10.12.23;Winter;Winter;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;12;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;2;3;2;CHF;;;;;;;;;0;400;0;200;0;0;0;600;Ja;Ja;Lucens;;Lucens;297;Moudon Région Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;*****;;3;Winter
14259;Europa;Europe;Schweiz;Switzerland;Appenzell Ausserrhoden;;10.07.23;15.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;4;;6;4;CHF;;;;;;;;;2500;0;0;0;0;0;0;0;Ja;Ja;Bex;;Bex;670;Villars-Diablerets-Gryon-Bex;Hotel / Kurhaus;Hotel / Spa House;;;***;;6;Summer
10044;Asien;Asia;Saudi-Arabien;Saudi Arabia;Ar Riyad;;30.04.23;06.05.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;7;2;€;;;;;;;;;0;4000;2000;3000;8000;1000;0;18000;Nein;Ja; ??????;;Montreux;289;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;****;;3;Summer
237;Europa;Europe;Frankreich;France;Auvergne-Rhône-Alpes;;10.11.22;13.11.22;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;4;3;€;;;;;;;;;200;1200;0;600;0;0;100;2100;Ja;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;4;Winter
5143;Europa;Europe;Frankreich;France;Auvergne-Rhône-Alpes;;17.02.23;19.03.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;31;5;CHF;;;;;;;;;700;850;0;300;0;0;0;1150;Nein;Ja;Montreux;;Montreux;289;Montreux Riviera;Gemietete Wohnung / Haus;Rented apartment / house;;;;;31;Winter
9316;Asien;Asia;Thailand;Thailand;Bangkok;;08.04.23;15.04.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;4;60;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;CHF;;;;;;;;;0;1000;800;800;100;200;0;2900;Nein;Ja;Lausanne (???????);;Lausanne;253;Lausanne Tourisme;Andere;Other;??????????????;??????,???????;;;0;Winter
10414;Asien;Asia;Thailand;Thailand;Bangkok;;26.04.23;07.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;11;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;6;;12;6;Andere;???;;;;;;;;110000;0;0;0;0;20000;0;20000;Ja;Ja;Montreux (??????);;Montreux;289;Montreux Riviera;Gemietete Wohnung / Haus;Rented apartment / house;;;;;2;Summer
11229;Europa;Europe;Schweiz;Switzerland;Basel-Landschaft;;18.05.23;21.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;4;2;CHF;;;;;;;;;900;0;200;400;100;0;0;700;Nein;Ja;Morges;;Morges;295;Morges Région;Hotel / Kurhaus;Hotel / Spa House;;;****;;4;Summer
9216;Europa;Europe;Schweiz;Switzerland;Basel-Stadt;;10.04.23;15.04.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;6;5;CHF;;;;;;;;;0;740;60;200;0;0;100;1100;Nein;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;1;Winter
9971;Europa;Europe;Deutschland;Germany;Bayern;;11.04.23;14.04.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;1;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;€;;;;;;;;;0;0;100;300;50;200;0;650;Nein;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;4;Winter
15910;Europa;Europe;Deutschland;Germany;Bayern;;23.07.23;28.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;26+;;6;26+;CHF;;;;;;;;;1800;0;190;350;0;0;0;540;Ja;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;***;;6;Summer
17591;Europa;Europe;Deutschland;Germany;Bayern;;22.08.20;03.09.20;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;10;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;13;3;€;;;;;;;;;3000;0;300;800;0;0;0;1100;Nein;Ja;Morges;;Morges;295;Morges Région;Bed & Breakfast;Bed & Breakfast;;;;;1;Winter
18501;Europa;Europe;Deutschland;Germany;Bayern;;23.07.23;31.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;26+;;9;26+;€;;;;;;;;;1850;0;0;100;0;0;0;100;Ja;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;***;;9;Summer
3880;Europa;Europe;Schweiz;Switzerland;Bern;;11.02.23;13.02.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;3;5;CHF;;;;;;;;;0;500;0;400;0;0;100;1000;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;***;;3;Winter
5759;Europa;Europe;Schweiz;Switzerland;Bern;;27.02.23;03.03.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;5;4;CHF;;;;;;;;;500;0;0;200;0;0;0;200;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Gemietete Wohnung / Haus;Rented apartment / house;;;;;5;Winter
10461;Europa;Europe;Schweiz;Switzerland;Bern;;12.05.23;14.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;CHF;;;;;;;;;480;0;0;500;0;500;0;1000;Nein;Ja;Morges;;Morges;295;Morges Région;Hotel / Kurhaus;Hotel / Spa House;;;****;;3;Summer
11315;Europa;Europe;Schweiz;Switzerland;Bern;;18.05.23;21.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;CHF;;;;;;;;;0;130;40;200;0;0;0;370;Nein;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;4;Summer
12599;Europa;Europe;Schweiz;Switzerland;Bern;;11.06.23;18.06.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;CHF;;;;;;;;;0;450;0;150;0;60;0;660;Nein;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;8;Summer
16121;Europa;Europe;Schweiz;Switzerland;Bern;;15.07.23;06.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;23;3;CHF;;;;;;;;;1100;0;100;500;0;200;0;800;Ja;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;23;Summer
16739;Europa;Europe;Schweiz;Switzerland;Bern;;01.08.23;11.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;11;4;CHF;;;;;;;;;1500;0;200;0;0;0;500;700;Nein;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;11;Summer
9870;Europa;Europe;Belgien;Belgium;Brussels;;28.04.23;30.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;6;;3;6;€;;;;;;;;;0;0;300;200;100;50;25;675;Ja;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;3;Winter
10318;Nord- und Mittelamerika;North and Central America;Vereinigte Staaten von Amerika;United States of America;California;;27.04.23;14.05.23;Frühling;Spring;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;6;18;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;24;;18;24;CHF;;;;;;;;;130000;0;0;24000;24000;24000;0;72000;Ja;Ja;Montreux;;Montreux;289;Montreux Riviera;Gruppenunterkunft;Group accommodation;;;;;1;Summer
10139;Europa;Europe;Spanien;Spain;Catalunya;;28.04.23;02.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;5;5;€;;;;;;;;;0;1550;250;300;1000;0;0;3100;Ja;Ja;Chexbres;;Chexbres;286;Montreux Riviera;Gemietete Wohnung / Haus;Rented apartment / house;;;;;5;Winter
20477;Europa;Europe;Spanien;Spain;Catalunya;;08.09.23;11.09.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;4;4;€;;;;;;;;;0;398;89;200;80;150;200;1117;Nein;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;0;Summer
